2021年10月20日17时46分46秒	api_提交本局基本信息  url:http://192.168.10.22:8003/api/user/matchBaseInfo2?&matchId=8c5d9516961b45e6b2ec7814398c53b0&simulatorId=352746020104537 &otherNick=%E7%88%B1%E7%94%9F%E6%B4%BB%EF%BC%8C&jsonMe=-1&type=1&jsonLandlord=-1  return:{"code":0,"message":"对方不是自己人，你赢","data":"win"}
2021年10月20日17时27分51秒	api_是否开始报名  url:http://192.168.10.22:8003/api/user/askForEnroll?simulatorId=010306028824190  return:{"code":-1,"message":"人数不够，当前人数：1","data":[]}
2021年10月20日17时27分49秒	api_申请加入二麻小组  url:http://192.168.10.22:8003/api/user/joinGroup?simulatorId=010306028824190  return:{"code":0,"message":"加入成功","data":[]}
2021年10月20日17时27分49秒	api_通知服务器进入二麻场  url:http://192.168.10.22:8003/api/user/noticy?simulatorId=010306028824190  return:{"code":0,"message":"joinGroup","data":[]}
2021年10月20日17时27分49秒	api_要进入的游戏类型  url:http://192.168.10.22:8003/api/user/matchJoin?simulatorId=010306028824190  return:{"code":0,"message":"获取游戏场次类型成功","data":{"placeType":4,"name":"二人"}}
2021年10月20日17时27分49秒	api_更新昵称  url:http://192.168.10.22:8003/api/user/updateNickName?userId=146&newNickName=%E7%90%AA%E5%84%BF  return:{"code":0,"message":"操作成功","data":[]}
2021年10月20日17时27分49秒	api_更新金币数  url:http://192.168.10.22:8003/api/user/goldCoin?goldCoin=7325&simulatorId=010306028824190  return:{"code":0,"message":"操作成功","data":{"goldCoin":7325,"userId":"146"}}
2021年10月20日17时27分49秒	api_询问是否继续打二麻  url:http://192.168.10.22:8003/api/user/again?&simulatorId=010306028824190  return:{"code":0,"message":"可以继续打","data":"success"}
2021年10月20日17时27分49秒	api_提交对局结果  url:http://192.168.10.22:8003/api/user/matchPlayResult2?matchId=6202f40852ec43a7be9ffba404922781&result=0&simulatorId=010306028824190  return:{"code":0,"message":"操作成功","data":[]}
2021年10月20日17时27分31秒	api_提交本局基本信息  url:http://192.168.10.22:8003/api/user/matchBaseInfo2?&matchId=4865b5baa28149d5bb488a28f4918e26&simulatorId=010139026475479&otherNick=%E9%97%A8%E5%BC%80%E4%BA%8698786y78&jsonMe=-1&type=1&jsonLandlord=-1  return:{"code":0,"message":"你金币多，你赢","data":"win"}
2021年10月20日17时27分31秒	api_提交本局基本信息  url:http://192.168.10.22:8003/api/user/matchBaseInfo2?&matchId=78b715137d9f47f8b2913b2ada10bd9f&simulatorId=010305022787858&otherNick=%E6%97%A0%E8%B5%96%E7%BE%A4&jsonMe=-1&type=1&jsonLandlord=-1  return:{"code":0,"message":"你金币少，你输","data":"lose"}
2021年10月20日17时27分31秒	api_获取游戏对局ID  url:http://192.168.10.22:8003/api/user/matchNew?simulatorId=010139026475479  return:{"code":0,"message":"获取局id成功","data":"4865b5baa28149d5bb488a28f4918e26"}
2021年10月20日17时27分30秒	api_获取游戏对局ID  url:http://192.168.10.22:8003/api/user/matchNew?simulatorId=010305022787858  return:{"code":0,"message":"获取局id成功","data":"78b715137d9f47f8b2913b2ada10bd9f"}
2021年10月20日17时27分30秒	api_提交本局基本信息  url:http://192.168.10.22:8003/api/user/matchBaseInfo2?&matchId=6202f40852ec43a7be9ffba404922781&simulatorId=010306028824190&otherNick=iceebing&jsonMe=-1&type=1&jsonLandlord=-1  return:{"code":0,"message":"对方不是自己人，你赢","data":"win"}
2021年10月20日17时27分30秒	api_获取游戏对局ID  url:http://192.168.10.22:8003/api/user/matchNew?simulatorId=010306028824190  return:{"code":0,"message":"获取局id成功","data":"6202f40852ec43a7be9ffba404922781"}
2021年10月20日17时27分23秒	api_是否开始报名  url:http://192.168.10.22:8003/api/user/askForEnroll?simulatorId=010139026475479  return:{"code":0,"message":"可以报名","data":[]}
2021年10月20日17时27分23秒	api_是否开始报名  url:http://192.168.10.22:8003/api/user/askForEnroll?simulatorId=010306028824190  return:{"code":0,"message":"可以报名","data":[]}
2021年10月20日17时27分23秒	api_是否开始报名  url:http://192.168.10.22:8003/api/user/askForEnroll?simulatorId=010305022787858  return:{"code":0,"message":"可以报名","data":[]}
2021年10月20日17时27分23秒	api_是否开始报名  url:http://192.168.10.22:8003/api/user/askForEnroll?simulatorId=010139026475479  return:{"code":-1,"message":"等待大家一起报名，当前请求报名的人数：2","data":[]}
2021年10月20日17时27分21秒	api_是否开始报名  url:http://192.168.10.22:8003/api/user/askForEnroll?simulatorId=010306028824190  return:{"code":-1,"message":"等待大家一起报名，当前请求报名的人数：2","data":[]}
2021年10月20日17时27分21秒	api_是否开始报名  url:http://192.168.10.22:8003/api/user/askForEnroll?simulatorId=010305022787858  return:{"code":-1,"message":"等待大家一起报名，当前请求报名的人数：2","data":[]}
2021年10月20日17时27分20秒	api_是否开始报名  url:http://192.168.10.22:8003/api/user/askForEnroll?simulatorId=010306028824190  return:{"code":-1,"message":"等待大家一起报名，当前请求报名的人数：1","data":[]}
2021年10月20日17时27分20秒	api_是否开始报名  url:http://192.168.10.22:8003/api/user/askForEnroll?simulatorId=010305022787858  return:{"code":-1,"message":"等待大家一起报名，当前请求报名的人数：0","data":[]}
2021年10月20日17时27分20秒	api_申请加入二麻小组  url:http://192.168.10.22:8003/api/user/joinGroup?simulatorId=010139026475479  return:{"code":0,"message":"加入成功","data":[]}
2021年10月20日17时27分20秒	api_通知服务器进入二麻场  url:http://192.168.10.22:8003/api/user/noticy?simulatorId=010139026475479  return:{"code":0,"message":"joinGroup","data":[]}
2021年10月20日17时27分20秒	api_要进入的游戏类型  url:http://192.168.10.22:8003/api/user/matchJoin?simulatorId=010139026475479  return:{"code":0,"message":"获取游戏场次类型成功","data":{"placeType":4,"name":"二人"}}
2021年10月20日17时27分20秒	api_更新昵称  url:http://192.168.10.22:8003/api/user/updateNickName?userId=243&newNickName=%E6%97%A0%E8%B5%96%E7%BE%A4  return:{"code":0,"message":"操作成功","data":[]}
2021年10月20日17时27分20秒	api_更新金币数  url:http://192.168.10.22:8003/api/user/goldCoin?goldCoin=2890&simulatorId=010139026475479  return:{"code":0,"message":"操作成功","data":{"goldCoin":2890,"userId":"243"}}
2021年10月20日17时27分20秒	api_询问是否继续打二麻  url:http://192.168.10.22:8003/api/user/again?&simulatorId=010139026475479  return:{"code":0,"message":"可以继续打","data":"success"}
2021年10月20日17时27分20秒	api_提交对局结果  url:http://192.168.10.22:8003/api/user/matchPlayResult2?matchId=ace9de57768a43adad58d01a8019e201&result=0&simulatorId=010139026475479  return:{"code":0,"message":"操作成功","data":[]}
2021年10月20日17时27分17秒	api_是否开始报名  url:http://192.168.10.22:8003/api/user/askForEnroll?simulatorId=010306028824190  return:{"code":-1,"message":"人数不够，当前人数：2","data":[]}
2021年10月20日17时27分16秒	api_是否开始报名  url:http://192.168.10.22:8003/api/user/askForEnroll?simulatorId=010305022787858  return:{"code":-1,"message":"人数不够，当前人数：2","data":[]}
2021年10月20日17时27分15秒	api_申请加入二麻小组  url:http://192.168.10.22:8003/api/user/joinGroup?simulatorId=010306028824190  return:{"code":0,"message":"加入成功","data":[]}
2021年10月20日17时27分15秒	api_通知服务器进入二麻场  url:http://192.168.10.22:8003/api/user/noticy?simulatorId=010306028824190  return:{"code":0,"message":"joinGroup","data":[]}
2021年10月20日17时27分14秒	api_申请加入二麻小组  url:http://192.168.10.22:8003/api/user/joinGroup?simulatorId=010305022787858  return:{"code":0,"message":"加入成功","data":[]}
2021年10月20日17时27分14秒	api_通知服务器进入二麻场  url:http://192.168.10.22:8003/api/user/noticy?simulatorId=010305022787858  return:{"code":0,"message":"joinGroup","data":[]}
2021年10月20日17时27分14秒	api_要进入的游戏类型  url:http://192.168.10.22:8003/api/user/matchJoin?simulatorId=010305022787858  return:{"code":0,"message":"获取游戏场次类型成功","data":{"placeType":4,"name":"二人"}}
2021年10月20日17时27分14秒	api_更新昵称  url:http://192.168.10.22:8003/api/user/updateNickName?userId=944&newNickName=%E9%97%A8%E5%BC%80%E4%BA%8698786y78  return:{"code":0,"message":"操作成功","data":[]}
2021年10月20日17时27分14秒	api_更新金币数  url:http://192.168.10.22:8003/api/user/goldCoin?goldCoin=1676&simulatorId=010305022787858  return:{"code":0,"message":"操作成功","data":{"goldCoin":1676,"userId":"944"}}
2021年10月20日17时27分14秒	api_通知服务器进入二麻场  url:http://192.168.10.22:8003/api/user/noticy?simulatorId=010306028824190  return:{"code":0,"message":"wait","data":[]}
2021年10月20日17时27分14秒	api_要进入的游戏类型  url:http://192.168.10.22:8003/api/user/matchJoin?simulatorId=010306028824190  return:{"code":0,"message":"获取游戏场次类型成功","data":{"placeType":4,"name":"二人"}}
2021年10月20日17时27分14秒	api_更新昵称  url:http://192.168.10.22:8003/api/user/updateNickName?userId=146&newNickName=%E7%90%AA%E5%84%BF  return:{"code":0,"message":"操作成功","data":[]}
2021年10月20日17时27分14秒	api_更新金币数  url:http://192.168.10.22:8003/api/user/goldCoin?goldCoin=7607&simulatorId=010306028824190  return:{"code":0,"message":"操作成功","data":{"goldCoin":7607,"userId":"146"}}
2021年10月20日17时27分14秒	api_询问是否继续打二麻  url:http://192.168.10.22:8003/api/user/again?&simulatorId=010305022787858  return:{"code":0,"message":"可以继续打","data":"success"}
2021年10月20日17时27分14秒	api_提交对局结果  url:http://192.168.10.22:8003/api/user/matchPlayResult2?matchId=82f4f5a4a28945a4a92fa32cfd7a0369&result=0&simulatorId=010305022787858  return:{"code":0,"message":"操作成功","data":[]}
2021年10月20日17时27分13秒	api_询问是否继续打二麻  url:http://192.168.10.22:8003/api/user/again?&simulatorId=010306028824190  return:{"code":0,"message":"可以继续打","data":"success"}
2021年10月20日17时27分13秒	api_提交对局结果  url:http://192.168.10.22:8003/api/user/matchPlayResult2?matchId=22f7d82b755f4f218c51afffa5d83b82&result=1&simulatorId=010306028824190  return:{"code":0,"message":"操作成功","data":[]}
2021年10月20日17时26分46秒	api_提交本局基本信息  url:http://192.168.10.22:8003/api/user/matchBaseInfo2?&matchId=ace9de57768a43adad58d01a8019e201&simulatorId=010139026475479&otherNick=%E7%AD%89%E4%B8%8D%E6%8B%A5%E5%95%A6%E5%95%A6%E5%95%A6%E5%90%B8%E7%9C%BC%E8%BA%81&jsonMe=-1&type=1&jsonLandlord=-1  return:{"code":0,"message":"对方不是自己人，你赢","data":"win"}
2021年10月20日17时26分46秒	api_提交本局基本信息  url:http://192.168.10.22:8003/api/user/matchBaseInfo2?&matchId=22f7d82b755f4f218c51afffa5d83b82&simulatorId=010306028824190&otherNick=%E9%97%A8%E5%BC%80%E4%BA%8698786y78&jsonMe=-1&type=1&jsonLandlord=-1  return:{"code":0,"message":"你金币多，你赢","data":"win"}
2021年10月20日17时26分46秒	api_提交本局基本信息  url:http://192.168.10.22:8003/api/user/matchBaseInfo2?&matchId=82f4f5a4a28945a4a92fa32cfd7a0369&simulatorId=010305022787858&otherNick=%E7%90%AA%E5%84%BF&jsonMe=-1&type=1&jsonLandlord=-1  return:{"code":0,"message":"你金币少，你输","data":"lose"}
2021年10月20日17时26分45秒	api_获取游戏对局ID  url:http://192.168.10.22:8003/api/user/matchNew?simulatorId=010139026475479  return:{"code":0,"message":"获取局id成功","data":"ace9de57768a43adad58d01a8019e201"}
2021年10月20日17时26分45秒	api_获取游戏对局ID  url:http://192.168.10.22:8003/api/user/matchNew?simulatorId=010306028824190  return:{"code":0,"message":"获取局id成功","data":"22f7d82b755f4f218c51afffa5d83b82"}
2021年10月20日17时26分45秒	api_获取游戏对局ID  url:http://192.168.10.22:8003/api/user/matchNew?simulatorId=010305022787858  return:{"code":0,"message":"获取局id成功","data":"82f4f5a4a28945a4a92fa32cfd7a0369"}
2021年10月20日17时26分38秒	api_是否开始报名  url:http://192.168.10.22:8003/api/user/askForEnroll?simulatorId=010139026475479  return:{"code":0,"message":"可以报名","data":[]}
2021年10月20日17时26分38秒	api_是否开始报名  url:http://192.168.10.22:8003/api/user/askForEnroll?simulatorId=010306028824190  return:{"code":0,"message":"可以报名","data":[]}
2021年10月20日17时26分38秒	api_是否开始报名  url:http://192.168.10.22:8003/api/user/askForEnroll?simulatorId=010305022787858  return:{"code":0,"message":"可以报名","data":[]}
2021年10月20日17时26分38秒	api_是否开始报名  url:http://192.168.10.22:8003/api/user/askForEnroll?simulatorId=010139026475479  return:{"code":-1,"message":"等待大家一起报名，当前请求报名的人数：2","data":[]}
2021年10月20日17时26分37秒	api_是否开始报名  url:http://192.168.10.22:8003/api/user/askForEnroll?simulatorId=010305022787858  return:{"code":-1,"message":"等待大家一起报名，当前请求报名的人数：2","data":[]}
2021年10月20日17时26分37秒	api_是否开始报名  url:http://192.168.10.22:8003/api/user/askForEnroll?simulatorId=010306028824190  return:{"code":-1,"message":"等待大家一起报名，当前请求报名的人数：2","data":[]}
2021年10月20日17时26分37秒	api_是否开始报名  url:http://192.168.10.22:8003/api/user/askForEnroll?simulatorId=010305022787858  return:{"code":-1,"message":"等待大家一起报名，当前请求报名的人数：1","data":[]}
2021年10月20日17时26分36秒	api_是否开始报名  url:http://192.168.10.22:8003/api/user/askForEnroll?simulatorId=010306028824190  return:{"code":-1,"message":"等待大家一起报名，当前请求报名的人数：1","data":[]}
2021年10月20日17时26分36秒	api_是否开始报名  url:http://192.168.10.22:8003/api/user/askForEnroll?simulatorId=010306028824190  return:{"code":-1,"message":"等待大家一起报名，当前请求报名的人数：0","data":[]}
2021年10月20日17时26分35秒	api_申请加入二麻小组  url:http://192.168.10.22:8003/api/user/joinGroup?simulatorId=010139026475479  return:{"code":0,"message":"加入成功","data":[]}
2021年10月20日17时26分35秒	api_通知服务器进入二麻场  url:http://192.168.10.22:8003/api/user/noticy?simulatorId=010139026475479  return:{"code":0,"message":"joinGroup","data":[]}
2021年10月20日17时26分35秒	api_申请加入二麻小组  url:http://192.168.10.22:8003/api/user/joinGroup?simulatorId=010305022787858  return:{"code":0,"message":"加入成功","data":[]}
2021年10月20日17时26分35秒	api_通知服务器进入二麻场  url:http://192.168.10.22:8003/api/user/noticy?simulatorId=010305022787858  return:{"code":0,"message":"joinGroup","data":[]}
2021年10月20日17时26分35秒	api_要进入的游戏类型  url:http://192.168.10.22:8003/api/user/matchJoin?simulatorId=010305022787858  return:{"code":0,"message":"获取游戏场次类型成功","data":{"placeType":4,"name":"二人"}}
2021年10月20日17时26分35秒	api_更新昵称  url:http://192.168.10.22:8003/api/user/updateNickName?userId=944&newNickName=%E9%97%A8%E5%BC%80%E4%BA%8698786y78  return:{"code":0,"message":"操作成功","data":[]}
2021年10月20日17时26分35秒	api_更新金币数  url:http://192.168.10.22:8003/api/user/goldCoin?goldCoin=1826&simulatorId=010305022787858  return:{"code":0,"message":"操作成功","data":{"goldCoin":1826,"userId":"944"}}
2021年10月20日17时26分34秒	api_通知服务器进入二麻场  url:http://192.168.10.22:8003/api/user/noticy?simulatorId=010139026475479  return:{"code":0,"message":"wait","data":[]}
2021年10月20日17时26分34秒	api_要进入的游戏类型  url:http://192.168.10.22:8003/api/user/matchJoin?simulatorId=010139026475479  return:{"code":0,"message":"获取游戏场次类型成功","data":{"placeType":4,"name":"二人"}}
2021年10月20日17时26分34秒	api_更新昵称  url:http://192.168.10.22:8003/api/user/updateNickName?userId=243&newNickName=%E6%97%A0%E8%B5%96%E7%BE%A4  return:{"code":0,"message":"操作成功","data":[]}
2021年10月20日17时26分34秒	api_更新金币数  url:http://192.168.10.22:8003/api/user/goldCoin?goldCoin=2944&simulatorId=010139026475479  return:{"code":0,"message":"操作成功","data":{"goldCoin":2944,"userId":"243"}}
2021年10月20日17时26分34秒	api_询问是否继续打二麻  url:http://192.168.10.22:8003/api/user/again?&simulatorId=010305022787858  return:{"code":0,"message":"可以继续打","data":"success"}
2021年10月20日17时26分34秒	api_提交对局结果  url:http://192.168.10.22:8003/api/user/matchPlayResult2?matchId=e4ec8be96c954442b66cf3da6fa063a8&result=0&simulatorId=010305022787858  return:{"code":0,"message":"操作成功","data":[]}
2021年10月20日17时26分34秒	api_询问是否继续打二麻  url:http://192.168.10.22:8003/api/user/again?&simulatorId=010139026475479  return:{"code":0,"message":"可以继续打","data":"success"}
2021年10月20日17时26分34秒	api_提交对局结果  url:http://192.168.10.22:8003/api/user/matchPlayResult2?matchId=36edb2f6d21d4aee97f68f54a361b697&result=0&simulatorId=010139026475479  return:{"code":0,"message":"操作成功","data":[]}
2021年10月20日17时26分33秒	api_申请加入二麻小组  url:http://192.168.10.22:8003/api/user/joinGroup?simulatorId=010306028824190  return:{"code":0,"message":"加入成功","data":[]}
2021年10月20日17时26分33秒	api_通知服务器进入二麻场  url:http://192.168.10.22:8003/api/user/noticy?simulatorId=010306028824190  return:{"code":0,"message":"joinGroup","data":[]}
2021年10月20日17时26分33秒	api_要进入的游戏类型  url:http://192.168.10.22:8003/api/user/matchJoin?simulatorId=010306028824190  return:{"code":0,"message":"获取游戏场次类型成功","data":{"placeType":4,"name":"二人"}}
2021年10月20日17时26分33秒	api_更新昵称  url:http://192.168.10.22:8003/api/user/updateNickName?userId=146&newNickName=%E7%90%AA%E5%84%BF  return:{"code":0,"message":"操作成功","data":[]}
2021年10月20日17时26分33秒	api_更新金币数  url:http://192.168.10.22:8003/api/user/goldCoin?goldCoin=7461&simulatorId=010306028824190  return:{"code":0,"message":"操作成功","data":{"goldCoin":7461,"userId":"146"}}
2021年10月20日17时26分33秒	api_询问是否继续打二麻  url:http://192.168.10.22:8003/api/user/again?&simulatorId=010306028824190  return:{"code":0,"message":"可以继续打","data":"success"}
2021年10月20日17时26分33秒	api_提交对局结果  url:http://192.168.10.22:8003/api/user/matchPlayResult2?matchId=312a763d8925432699b3c57a697f8110&result=1&simulatorId=010306028824190  return:{"code":0,"message":"操作成功","data":[]}
2021年10月20日17时25分59秒	api_提交本局基本信息  url:http://192.168.10.22:8003/api/user/matchBaseInfo2?&matchId=36edb2f6d21d4aee97f68f54a361b697&simulatorId=010139026475479&otherNick=%E7%90%AA%E5%84%BF&jsonMe=-1&type=1&jsonLandlord=-1  return:{"code":0,"message":"你金币少，你输","data":"lose"}
2021年10月20日17时25分59秒	api_提交本局基本信息  url:http://192.168.10.22:8003/api/user/matchBaseInfo2?&matchId=312a763d8925432699b3c57a697f8110&simulatorId=010306028824190&otherNick=%E6%97%A0%E8%B5%96%E7%BE%A4&jsonMe=-1&type=1&jsonLandlord=-1  return:{"code":0,"message":"你金币多，你赢","data":"win"}
2021年10月20日17时25分59秒	api_获取游戏对局ID  url:http://192.168.10.22:8003/api/user/matchNew?simulatorId=010139026475479  return:{"code":0,"message":"获取局id成功","data":"36edb2f6d21d4aee97f68f54a361b697"}
2021年10月20日17时25分59秒	api_提交本局基本信息  url:http://192.168.10.22:8003/api/user/matchBaseInfo2?&matchId=e4ec8be96c954442b66cf3da6fa063a8&simulatorId=010305022787858&otherNick=%E6%96%87%E9%9F%AC%E5%A6%88%E5%92%AA&jsonMe=-1&type=1&jsonLandlord=-1  return:{"code":0,"message":"对方不是自己人，你赢","data":"win"}
2021年10月20日17时25分59秒	api_获取游戏对局ID  url:http://192.168.10.22:8003/api/user/matchNew?simulatorId=010306028824190  return:{"code":0,"message":"获取局id成功","data":"312a763d8925432699b3c57a697f8110"}
2021年10月20日17时25分59秒	api_获取游戏对局ID  url:http://192.168.10.22:8003/api/user/matchNew?simulatorId=010305022787858  return:{"code":0,"message":"获取局id成功","data":"e4ec8be96c954442b66cf3da6fa063a8"}
2021年10月20日17时25分51秒	api_是否开始报名  url:http://192.168.10.22:8003/api/user/askForEnroll?simulatorId=010139026475479  return:{"code":0,"message":"可以报名","data":[]}
2021年10月20日17时25分51秒	api_是否开始报名  url:http://192.168.10.22:8003/api/user/askForEnroll?simulatorId=010306028824190  return:{"code":0,"message":"可以报名","data":[]}
2021年10月20日17时25分51秒	api_是否开始报名  url:http://192.168.10.22:8003/api/user/askForEnroll?simulatorId=010305022787858  return:{"code":0,"message":"可以报名","data":[]}
2021年10月20日17时25分51秒	api_是否开始报名  url:http://192.168.10.22:8003/api/user/askForEnroll?simulatorId=010139026475479  return:{"code":-1,"message":"等待大家一起报名，当前请求报名的人数：2","data":[]}
2021年10月20日17时25分51秒	api_是否开始报名  url:http://192.168.10.22:8003/api/user/askForEnroll?simulatorId=010305022787858  return:{"code":-1,"message":"等待大家一起报名，当前请求报名的人数：2","data":[]}
2021年10月20日17时25分51秒	api_是否开始报名  url:http://192.168.10.22:8003/api/user/askForEnroll?simulatorId=010306028824190  return:{"code":-1,"message":"等待大家一起报名，当前请求报名的人数：2","data":[]}
2021年10月20日17时25分51秒	api_是否开始报名  url:http://192.168.10.22:8003/api/user/askForEnroll?simulatorId=010305022787858  return:{"code":-1,"message":"等待大家一起报名，当前请求报名的人数：1","data":[]}
2021年10月20日17时25分49秒	api_是否开始报名  url:http://192.168.10.22:8003/api/user/askForEnroll?simulatorId=010306028824190  return:{"code":-1,"message":"等待大家一起报名，当前请求报名的人数：1","data":[]}
2021年10月20日17时25分49秒	api_是否开始报名  url:http://192.168.10.22:8003/api/user/askForEnroll?simulatorId=010306028824190  return:{"code":-1,"message":"等待大家一起报名，当前请求报名的人数：0","data":[]}
2021年10月20日17时25分49秒	api_申请加入二麻小组  url:http://192.168.10.22:8003/api/user/joinGroup?simulatorId=010139026475479  return:{"code":0,"message":"加入成功","data":[]}
2021年10月20日17时25分49秒	api_通知服务器进入二麻场  url:http://192.168.10.22:8003/api/user/noticy?simulatorId=010139026475479  return:{"code":0,"message":"joinGroup","data":[]}
2021年10月20日17时25分48秒	api_是否开始报名  url:http://192.168.10.22:8003/api/user/askForEnroll?simulatorId=010306028824190  return:{"code":-1,"message":"人数不够，当前人数：2","data":[]}
2021年10月20日17时25分48秒	api_申请加入二麻小组  url:http://192.168.10.22:8003/api/user/joinGroup?simulatorId=010305022787858  return:{"code":0,"message":"加入成功","data":[]}
2021年10月20日17时25分48秒	api_通知服务器进入二麻场  url:http://192.168.10.22:8003/api/user/noticy?simulatorId=010305022787858  return:{"code":0,"message":"joinGroup","data":[]}
2021年10月20日17时25分48秒	api_要进入的游戏类型  url:http://192.168.10.22:8003/api/user/matchJoin?simulatorId=010305022787858  return:{"code":0,"message":"获取游戏场次类型成功","data":{"placeType":4,"name":"二人"}}
2021年10月20日17时25分48秒	api_更新昵称  url:http://192.168.10.22:8003/api/user/updateNickName?userId=944&newNickName=%E9%97%A8%E5%BC%80%E4%BA%8698786y78  return:{"code":0,"message":"操作成功","data":[]}
2021年10月20日17时25分48秒	api_更新金币数  url:http://192.168.10.22:8003/api/user/goldCoin?goldCoin=2116&simulatorId=010305022787858  return:{"code":0,"message":"操作成功","data":{"goldCoin":2116,"userId":"944"}}
2021年10月20日17时25分48秒	api_通知服务器进入二麻场  url:http://192.168.10.22:8003/api/user/noticy?simulatorId=010139026475479  return:{"code":0,"message":"wait","data":[]}
2021年10月20日17时25分48秒	api_要进入的游戏类型  url:http://192.168.10.22:8003/api/user/matchJoin?simulatorId=010139026475479  return:{"code":0,"message":"获取游戏场次类型成功","data":{"placeType":4,"name":"二人"}}
2021年10月20日17时25分48秒	api_更新昵称  url:http://192.168.10.22:8003/api/user/updateNickName?userId=243&newNickName=%E6%97%A0%E8%B5%96%E7%BE%A4  return:{"code":0,"message":"操作成功","data":[]}
2021年10月20日17时25分48秒	api_更新金币数  url:http://192.168.10.22:8003/api/user/goldCoin?goldCoin=3004&simulatorId=010139026475479  return:{"code":0,"message":"操作成功","data":{"goldCoin":3004,"userId":"243"}}
2021年10月20日17时25分48秒	api_询问是否继续打二麻  url:http://192.168.10.22:8003/api/user/again?&simulatorId=010305022787858  return:{"code":0,"message":"可以继续打","data":"success"}
2021年10月20日17时25分48秒	api_提交对局结果  url:http://192.168.10.22:8003/api/user/matchPlayResult2?matchId=d6f238bb0de7444b900f2a34151ff3a4&result=0&simulatorId=010305022787858  return:{"code":0,"message":"操作成功","data":[]}
2021年10月20日17时25分48秒	api_询问是否继续打二麻  url:http://192.168.10.22:8003/api/user/again?&simulatorId=010139026475479  return:{"code":0,"message":"可以继续打","data":"success"}
2021年10月20日17时25分48秒	api_提交对局结果  url:http://192.168.10.22:8003/api/user/matchPlayResult2?matchId=f5a80143823f461a9293dce95e90afcd&result=1&simulatorId=010139026475479  return:{"code":0,"message":"操作成功","data":[]}
2021年10月20日17时25分7秒	api_是否开始报名  url:http://192.168.10.22:8003/api/user/askForEnroll?simulatorId=010306028824190  return:{"code":-1,"message":"人数不够，当前人数：1","data":[]}
2021年10月20日17时25分4秒	api_申请加入二麻小组  url:http://192.168.10.22:8003/api/user/joinGroup?simulatorId=010306028824190  return:{"code":0,"message":"加入成功","data":[]}
2021年10月20日17时25分4秒	api_通知服务器进入二麻场  url:http://192.168.10.22:8003/api/user/noticy?simulatorId=010306028824190  return:{"code":0,"message":"joinGroup","data":[]}
2021年10月20日17时25分4秒	api_要进入的游戏类型  url:http://192.168.10.22:8003/api/user/matchJoin?simulatorId=010306028824190  return:{"code":0,"message":"获取游戏场次类型成功","data":{"placeType":4,"name":"二人"}}
2021年10月20日17时25分4秒	api_更新昵称  url:http://192.168.10.22:8003/api/user/updateNickName?userId=146&newNickName=%E7%90%AA%E5%84%BF  return:{"code":0,"message":"操作成功","data":[]}
2021年10月20日17时25分4秒	api_更新金币数  url:http://192.168.10.22:8003/api/user/goldCoin?goldCoin=7405&simulatorId=010306028824190  return:{"code":0,"message":"操作成功","data":{"goldCoin":7405,"userId":"146"}}
2021年10月20日17时25分4秒	api_询问是否继续打二麻  url:http://192.168.10.22:8003/api/user/again?&simulatorId=010306028824190  return:{"code":0,"message":"可以继续打","data":"success"}
2021年10月20日17时25分4秒	api_提交对局结果  url:http://192.168.10.22:8003/api/user/matchPlayResult2?matchId=0aafa0f3136541dfa442312d7e3f1cea&result=1&simulatorId=010306028824190  return:{"code":0,"message":"操作成功","data":[]}
2021年10月20日17时24分37秒	api_提交本局基本信息  url:http://192.168.10.22:8003/api/user/matchBaseInfo2?&matchId=f5a80143823f461a9293dce95e90afcd&simulatorId=010139026475479&otherNick=%E9%97%A8%E5%BC%80%E4%BA%8698786y78&jsonMe=-1&type=1&jsonLandlord=-1  return:{"code":0,"message":"你金币多，你赢","data":"win"}
2021年10月20日17时24分37秒	api_提交本局基本信息  url:http://192.168.10.22:8003/api/user/matchBaseInfo2?&matchId=0aafa0f3136541dfa442312d7e3f1cea&simulatorId=010306028824190&otherNick=01%E6%98%A5%E6%B1%9F%E8%8A%B1%E6%9C%88%E5%A4%9C01&jsonMe=-1&type=1&jsonLandlord=-1  return:{"code":0,"message":"对方不是自己人，你赢","data":"win"}
2021年10月20日17时24分37秒	api_提交本局基本信息  url:http://192.168.10.22:8003/api/user/matchBaseInfo2?&matchId=d6f238bb0de7444b900f2a34151ff3a4&simulatorId=010305022787858&otherNick=%E6%97%A0%E8%B5%96%E7%BE%A4&jsonMe=-1&type=1&jsonLandlord=-1  return:{"code":0,"message":"你金币少，你输","data":"lose"}
2021年10月20日17时24分37秒	api_获取游戏对局ID  url:http://192.168.10.22:8003/api/user/matchNew?simulatorId=010139026475479  return:{"code":0,"message":"获取局id成功","data":"f5a80143823f461a9293dce95e90afcd"}
2021年10月20日17时24分37秒	api_获取游戏对局ID  url:http://192.168.10.22:8003/api/user/matchNew?simulatorId=010306028824190  return:{"code":0,"message":"获取局id成功","data":"0aafa0f3136541dfa442312d7e3f1cea"}
2021年10月20日17时24分37秒	api_获取游戏对局ID  url:http://192.168.10.22:8003/api/user/matchNew?simulatorId=010305022787858  return:{"code":0,"message":"获取局id成功","data":"d6f238bb0de7444b900f2a34151ff3a4"}
2021年10月20日17时24分29秒	api_是否开始报名  url:http://192.168.10.22:8003/api/user/askForEnroll?simulatorId=010139026475479  return:{"code":0,"message":"可以报名","data":[]}
