2021年10月22日0时59分32秒	api_提交本局基本信息  url:http://192.168.10.22:8003/api/user/matchBaseInfo2?&matchId=82565d708ce24a539392f62ac2ac32ca&simulatorId=010139026475479 &otherNick=%E6%9F%A0%E6%AA%AC%E9%80%89%E6%8B%A9%E8%8C%89%E8%8E%89&jsonMe=-1&type=1&jsonLandlord=-1  return:{"code":0,"message":"对方不是自己人，你赢","data":"win"}
2021年10月22日0时40分7秒	api_是否开始报名  url:http://192.168.10.22:8003/api/user/askForEnroll?simulatorId=010305022787858  return:{"code":0,"message":"可以报名","data":[]}
2021年10月22日0时40分5秒	api_要进入的游戏类型  url:http://192.168.10.22:8003/api/user/matchJoin?simulatorId=358523023260812  return:{"code":0,"message":"获取游戏场次类型成功","data":{"placeType":4,"name":"二人"}}
2021年10月22日0时40分5秒	api_是否开始报名  url:http://192.168.10.22:8003/api/user/askForEnroll?simulatorId=010139026475479  return:{"code":0,"message":"可以报名","data":[]}
2021年10月22日0时40分5秒	api_更新昵称  url:http://192.168.10.22:8003/api/user/updateNickName?userId=467&newNickName=%E5%BB%BA%E5%AE%81%E5%85%AC%E4%B8%BB  return:{"code":0,"message":"操作成功","data":[]}
2021年10月22日0时40分5秒	api_更新金币数  url:http://192.168.10.22:8003/api/user/goldCoin?goldCoin=1581&simulatorId=358523023260812  return:{"code":0,"message":"操作成功","data":{"goldCoin":1581,"userId":"467"}}
2021年10月22日0时40分4秒	api_要进入的游戏类型  url:http://192.168.10.22:8003/api/user/matchJoin?simulatorId=010305022787858  return:{"code":0,"message":"获取游戏场次类型成功","data":{"placeType":4,"name":"二人"}}
2021年10月22日0时40分4秒	api_更新昵称  url:http://192.168.10.22:8003/api/user/updateNickName?userId=256&newNickName=mbqi341276  return:{"code":0,"message":"操作成功","data":[]}
2021年10月22日0时40分4秒	api_询问是否继续打二麻  url:http://192.168.10.22:8003/api/user/again?&simulatorId=358523023260812  return:{"code":0,"message":"可以继续打","data":"success"}
2021年10月22日0时40分4秒	api_提交对局结果  url:http://192.168.10.22:8003/api/user/matchPlayResult2?matchId=03fc07b78c8d4be3a0db70ba74f2e485&result=0&simulatorId=358523023260812  return:{"code":0,"message":"操作成功","data":[]}
2021年10月22日0时40分4秒	api_更新金币数  url:http://192.168.10.22:8003/api/user/goldCoin?goldCoin=30861&simulatorId=010305022787858  return:{"code":0,"message":"操作成功","data":{"goldCoin":30861,"userId":"256"}}
2021年10月22日0时40分4秒	api_询问是否继续打二麻  url:http://192.168.10.22:8003/api/user/again?&simulatorId=010305022787858  return:{"code":0,"message":"可以继续打","data":"success"}
2021年10月22日0时40分4秒	api_提交对局结果  url:http://192.168.10.22:8003/api/user/matchPlayResult2?matchId=65c07498554e4fd1854ff53a95e2c9be&result=1&simulatorId=010305022787858  return:{"code":0,"message":"操作成功","data":[]}
2021年10月22日0时39分46秒	api_是否开始报名  url:http://192.168.10.22:8003/api/user/askForEnroll?simulatorId=010139026475479  return:{"code":-1,"message":"等待大家一起报名，小组请求报名的人数：2","data":[]}
2021年10月22日0时39分46秒	api_是否开始报名  url:http://192.168.10.22:8003/api/user/askForEnroll?simulatorId=010139026475479  return:{"code":-1,"message":"等待大家一起报名，小组请求报名的人数：1","data":[]}
2021年10月22日0时39分43秒	api_要进入的游戏类型  url:http://192.168.10.22:8003/api/user/matchJoin?simulatorId=010139026475479  return:{"code":0,"message":"获取游戏场次类型成功","data":{"placeType":4,"name":"二人"}}
2021年10月22日0时39分43秒	api_更新昵称  url:http://192.168.10.22:8003/api/user/updateNickName?userId=167&newNickName=%E6%B8%85%E6%B8%85%E9%9F%B5%E5%84%BF  return:{"code":0,"message":"操作成功","data":[]}
2021年10月22日0时39分43秒	api_更新金币数  url:http://192.168.10.22:8003/api/user/goldCoin?goldCoin=19811&simulatorId=010139026475479  return:{"code":0,"message":"操作成功","data":{"goldCoin":19811,"userId":"167"}}
2021年10月22日0时39分42秒	api_询问是否继续打二麻  url:http://192.168.10.22:8003/api/user/again?&simulatorId=010139026475479  return:{"code":0,"message":"可以继续打","data":"success"}
2021年10月22日0时39分42秒	api_提交对局结果  url:http://192.168.10.22:8003/api/user/matchPlayResult2?matchId=4994f713e9c74ed8b4d48e6251421d3c&result=1&simulatorId=010139026475479  return:{"code":0,"message":"操作成功","data":[]}
2021年10月22日0时39分27秒	api_提交本局基本信息  url:http://192.168.10.22:8003/api/user/matchBaseInfo2?&matchId=65c07498554e4fd1854ff53a95e2c9be&simulatorId=010305022787858&otherNick=%E5%BB%BA%E5%AE%81%E5%85%AC%E4%B8%BB&jsonMe=-1&type=1&jsonLandlord=-1  return:{"code":0,"message":"你金币多，你赢","data":"win"}
2021年10月22日0时39分27秒	api_获取游戏对局ID  url:http://192.168.10.22:8003/api/user/matchNew?simulatorId=010305022787858  return:{"code":0,"message":"获取局id成功","data":"65c07498554e4fd1854ff53a95e2c9be"}
2021年10月22日0时39分24秒	api_提交本局基本信息  url:http://192.168.10.22:8003/api/user/matchBaseInfo2?&matchId=03fc07b78c8d4be3a0db70ba74f2e485&simulatorId=358523023260812&otherNick=mbqi341276&jsonMe=-1&type=1&jsonLandlord=-1  return:{"code":0,"message":"你金币少，你输","data":"lose"}
2021年10月22日0时39分24秒	api_提交本局基本信息  url:http://192.168.10.22:8003/api/user/matchBaseInfo2?&matchId=4994f713e9c74ed8b4d48e6251421d3c&simulatorId=010139026475479&otherNick=%E6%83%AF%E5%81%9C%E7%BD%AA%E7%B4%AB%E9%9D%99&jsonMe=-1&type=1&jsonLandlord=-1  return:{"code":0,"message":"对方不是自己人，你赢","data":"win"}
2021年10月22日0时39分24秒	api_获取游戏对局ID  url:http://192.168.10.22:8003/api/user/matchNew?simulatorId=358523023260812  return:{"code":0,"message":"获取局id成功","data":"03fc07b78c8d4be3a0db70ba74f2e485"}
2021年10月22日0时39分24秒	api_获取游戏对局ID  url:http://192.168.10.22:8003/api/user/matchNew?simulatorId=010139026475479  return:{"code":0,"message":"获取局id成功","data":"4994f713e9c74ed8b4d48e6251421d3c"}
2021年10月22日0时39分17秒	api_是否开始报名  url:http://192.168.10.22:8003/api/user/askForEnroll?simulatorId=010305022787858  return:{"code":0,"message":"可以报名","data":[]}
2021年10月22日0时39分16秒	api_是否开始报名  url:http://192.168.10.22:8003/api/user/askForEnroll?simulatorId=358523023260812  return:{"code":0,"message":"可以报名","data":[]}
2021年10月22日0时39分16秒	api_是否开始报名  url:http://192.168.10.22:8003/api/user/askForEnroll?simulatorId=010139026475479  return:{"code":0,"message":"可以报名","data":[]}
2021年10月22日0时39分16秒	api_是否开始报名  url:http://192.168.10.22:8003/api/user/askForEnroll?simulatorId=358523023260812  return:{"code":-1,"message":"等待大家一起报名，小组请求报名的人数：3","data":[]}
2021年10月22日0时39分14秒	api_要进入的游戏类型  url:http://192.168.10.22:8003/api/user/matchJoin?simulatorId=010305022787858  return:{"code":0,"message":"获取游戏场次类型成功","data":{"placeType":4,"name":"二人"}}
2021年10月22日0时39分14秒	api_更新昵称  url:http://192.168.10.22:8003/api/user/updateNickName?userId=256&newNickName=mbqi341276  return:{"code":0,"message":"操作成功","data":[]}
2021年10月22日0时39分14秒	api_更新金币数  url:http://192.168.10.22:8003/api/user/goldCoin?goldCoin=30697&simulatorId=010305022787858  return:{"code":0,"message":"操作成功","data":{"goldCoin":30697,"userId":"256"}}
2021年10月22日0时39分14秒	api_要进入的游戏类型  url:http://192.168.10.22:8003/api/user/matchJoin?simulatorId=358523023260812  return:{"code":0,"message":"获取游戏场次类型成功","data":{"placeType":4,"name":"二人"}}
2021年10月22日0时39分14秒	api_更新昵称  url:http://192.168.10.22:8003/api/user/updateNickName?userId=467&newNickName=%E5%BB%BA%E5%AE%81%E5%85%AC%E4%B8%BB  return:{"code":0,"message":"操作成功","data":[]}
2021年10月22日0时39分14秒	api_更新金币数  url:http://192.168.10.22:8003/api/user/goldCoin?goldCoin=1749&simulatorId=358523023260812  return:{"code":0,"message":"操作成功","data":{"goldCoin":1749,"userId":"467"}}
2021年10月22日0时39分14秒	api_询问是否继续打二麻  url:http://192.168.10.22:8003/api/user/again?&simulatorId=010305022787858  return:{"code":0,"message":"可以继续打","data":"success"}
2021年10月22日0时39分14秒	api_提交对局结果  url:http://192.168.10.22:8003/api/user/matchPlayResult2?matchId=92d687acbb2f47a5b0b6fd5f0881c7ef&result=0&simulatorId=010305022787858  return:{"code":0,"message":"操作成功","data":[]}
2021年10月22日0时39分13秒	api_询问是否继续打二麻  url:http://192.168.10.22:8003/api/user/again?&simulatorId=358523023260812  return:{"code":0,"message":"可以继续打","data":"success"}
2021年10月22日0时39分13秒	api_提交对局结果  url:http://192.168.10.22:8003/api/user/matchPlayResult2?matchId=23b1d4f5ff984846aa0a8a36b701f3cd&result=0&simulatorId=358523023260812  return:{"code":0,"message":"操作成功","data":[]}
2021年10月22日0时39分9秒	api_是否开始报名  url:http://192.168.10.22:8003/api/user/askForEnroll?simulatorId=010139026475479  return:{"code":-1,"message":"等待大家一起报名，小组请求报名的人数：3","data":[]}
2021年10月22日0时39分7秒	api_是否开始报名  url:http://192.168.10.22:8003/api/user/askForEnroll?simulatorId=010139026475479  return:{"code":-1,"message":"等待大家一起报名，小组请求报名的人数：2","data":[]}
2021年10月22日0时39分1秒	api_是否开始报名  url:http://192.168.10.22:8003/api/user/askForEnroll?simulatorId=010139026475479  return:{"code":-1,"message":"等待大家一起报名，小组请求报名的人数：1","data":[]}
2021年10月22日0时39分1秒	api_是否开始报名  url:http://192.168.10.22:8003/api/user/askForEnroll?simulatorId=010139026475479  return:{"code":-1,"message":"等待大家一起报名，小组请求报名的人数：0","data":[]}
2021年10月22日0时38分59秒	api_要进入的游戏类型  url:http://192.168.10.22:8003/api/user/matchJoin?simulatorId=010139026475479  return:{"code":0,"message":"获取游戏场次类型成功","data":{"placeType":4,"name":"二人"}}
2021年10月22日0时38分58秒	api_更新昵称  url:http://192.168.10.22:8003/api/user/updateNickName?userId=167&newNickName=%E6%B8%85%E6%B8%85%E9%9F%B5%E5%84%BF  return:{"code":0,"message":"操作成功","data":[]}
2021年10月22日0时38分58秒	api_更新金币数  url:http://192.168.10.22:8003/api/user/goldCoin?goldCoin=19741&simulatorId=010139026475479  return:{"code":0,"message":"操作成功","data":{"goldCoin":19741,"userId":"167"}}
2021年10月22日0时38分58秒	api_询问是否继续打二麻  url:http://192.168.10.22:8003/api/user/again?&simulatorId=010139026475479  return:{"code":0,"message":"可以继续打","data":"success"}
2021年10月22日0时38分58秒	api_提交对局结果  url:http://192.168.10.22:8003/api/user/matchPlayResult2?matchId=847e688c9a834c029e3330dbe7ec99ec&result=1&simulatorId=010139026475479  return:{"code":0,"message":"操作成功","data":[]}
2021年10月22日0时38分44秒	api_提交本局基本信息  url:http://192.168.10.22:8003/api/user/matchBaseInfo2?&matchId=92d687acbb2f47a5b0b6fd5f0881c7ef&simulatorId=010305022787858&otherNick=%E6%96%87%E5%BF%83%E6%97%A0%E6%84%A7&jsonMe=-1&type=1&jsonLandlord=-1  return:{"code":0,"message":"对方不是自己人，你赢","data":"win"}
2021年10月22日0时38分44秒	api_获取游戏对局ID  url:http://192.168.10.22:8003/api/user/matchNew?simulatorId=010305022787858  return:{"code":0,"message":"获取局id成功","data":"92d687acbb2f47a5b0b6fd5f0881c7ef"}
2021年10月22日0时38分35秒	api_提交本局基本信息  url:http://192.168.10.22:8003/api/user/matchBaseInfo2?&matchId=847e688c9a834c029e3330dbe7ec99ec&simulatorId=010139026475479&otherNick=198365&jsonMe=-1&type=1&jsonLandlord=-1  return:{"code":0,"message":"对方不是自己人，你赢","data":"win"}
2021年10月22日0时38分35秒	api_获取游戏对局ID  url:http://192.168.10.22:8003/api/user/matchNew?simulatorId=010139026475479  return:{"code":0,"message":"获取局id成功","data":"847e688c9a834c029e3330dbe7ec99ec"}
2021年10月22日0时38分35秒	api_是否开始报名  url:http://192.168.10.22:8003/api/user/askForEnroll?simulatorId=010305022787858  return:{"code":0,"message":"可以报名","data":[]}
2021年10月22日0时38分32秒	api_要进入的游戏类型  url:http://192.168.10.22:8003/api/user/matchJoin?simulatorId=010305022787858  return:{"code":0,"message":"获取游戏场次类型成功","data":{"placeType":4,"name":"二人"}}
2021年10月22日0时38分31秒	api_更新昵称  url:http://192.168.10.22:8003/api/user/updateNickName?userId=256&newNickName=mbqi341276  return:{"code":0,"message":"操作成功","data":[]}
2021年10月22日0时38分31秒	api_更新金币数  url:http://192.168.10.22:8003/api/user/goldCoin?goldCoin=30817&simulatorId=010305022787858  return:{"code":0,"message":"操作成功","data":{"goldCoin":30817,"userId":"256"}}
2021年10月22日0时38分31秒	api_询问是否继续打二麻  url:http://192.168.10.22:8003/api/user/again?&simulatorId=010305022787858  return:{"code":0,"message":"可以继续打","data":"success"}
2021年10月22日0时38分31秒	api_提交对局结果  url:http://192.168.10.22:8003/api/user/matchPlayResult2?matchId=64ad4e64d9614b329f740509d023468c&result=1&simulatorId=010305022787858  return:{"code":0,"message":"操作成功","data":[]}
2021年10月22日0时38分27秒	api_是否开始报名  url:http://192.168.10.22:8003/api/user/askForEnroll?simulatorId=010139026475479  return:{"code":0,"message":"可以报名","data":[]}
2021年10月22日0时38分27秒	api_是否开始报名  url:http://192.168.10.22:8003/api/user/askForEnroll?simulatorId=010139026475479  return:{"code":-1,"message":"等待大家一起报名，小组请求报名的人数：3","data":[]}
2021年10月22日0时38分25秒	api_要进入的游戏类型  url:http://192.168.10.22:8003/api/user/matchJoin?simulatorId=010139026475479  return:{"code":0,"message":"获取游戏场次类型成功","data":{"placeType":4,"name":"二人"}}
2021年10月22日0时38分25秒	api_更新昵称  url:http://192.168.10.22:8003/api/user/updateNickName?userId=167&newNickName=%E6%B8%85%E6%B8%85%E9%9F%B5%E5%84%BF  return:{"code":0,"message":"操作成功","data":[]}
2021年10月22日0时38分25秒	api_更新金币数  url:http://192.168.10.22:8003/api/user/goldCoin?goldCoin=19453&simulatorId=010139026475479  return:{"code":0,"message":"操作成功","data":{"goldCoin":19453,"userId":"167"}}
2021年10月22日0时38分24秒	api_询问是否继续打二麻  url:http://192.168.10.22:8003/api/user/again?&simulatorId=010139026475479  return:{"code":0,"message":"可以继续打","data":"success"}
2021年10月22日0时38分24秒	api_提交对局结果  url:http://192.168.10.22:8003/api/user/matchPlayResult2?matchId=431bc49819f247bdbc04bc719f34b16a&result=0&simulatorId=010139026475479  return:{"code":0,"message":"操作成功","data":[]}
2021年10月22日0时38分7秒	api_提交本局基本信息  url:http://192.168.10.22:8003/api/user/matchBaseInfo2?&matchId=23b1d4f5ff984846aa0a8a36b701f3cd&simulatorId=358523023260812&otherNick=%E5%B0%8F%E5%B0%8F%E8%B4%BC%E5%B0%8F%E5%B0%8F%E6%97%8F&jsonMe=-1&type=1&jsonLandlord=-1  return:{"code":0,"message":"你金币少，你输","data":"lose"}
2021年10月22日0时38分7秒	api_获取游戏对局ID  url:http://192.168.10.22:8003/api/user/matchNew?simulatorId=358523023260812  return:{"code":0,"message":"获取局id成功","data":"23b1d4f5ff984846aa0a8a36b701f3cd"}
2021年10月22日0时38分6秒	api_提交本局基本信息  url:http://192.168.10.22:8003/api/user/matchBaseInfo2?&matchId=64ad4e64d9614b329f740509d023468c&simulatorId=010305022787858&otherNick=%E8%B5%9E%E8%A4%AA%E7%BA%A2%E9%A3%8E&jsonMe=-1&type=1&jsonLandlord=-1  return:{"code":0,"message":"对方不是自己人，你赢","data":"win"}
2021年10月22日0时38分6秒	api_获取游戏对局ID  url:http://192.168.10.22:8003/api/user/matchNew?simulatorId=010305022787858  return:{"code":0,"message":"获取局id成功","data":"64ad4e64d9614b329f740509d023468c"}
2021年10月22日0时37分58秒	api_是否开始报名  url:http://192.168.10.22:8003/api/user/askForEnroll?simulatorId=358523023260812  return:{"code":0,"message":"可以报名","data":[]}
2021年10月22日0时37分58秒	api_是否开始报名  url:http://192.168.10.22:8003/api/user/askForEnroll?simulatorId=010305022787858  return:{"code":0,"message":"可以报名","data":[]}
2021年10月22日0时37分58秒	api_是否开始报名  url:http://192.168.10.22:8003/api/user/askForEnroll?simulatorId=358523023260812  return:{"code":-1,"message":"等待大家一起报名，小组请求报名的人数：3","data":[]}
2021年10月22日0时37分55秒	api_要进入的游戏类型  url:http://192.168.10.22:8003/api/user/matchJoin?simulatorId=358523023260812  return:{"code":0,"message":"获取游戏场次类型成功","data":{"placeType":4,"name":"二人"}}
2021年10月22日0时37分55秒	api_更新昵称  url:http://192.168.10.22:8003/api/user/updateNickName?userId=467&newNickName=%E5%BB%BA%E5%AE%81%E5%85%AC%E4%B8%BB  return:{"code":0,"message":"操作成功","data":[]}
2021年10月22日0时37分55秒	api_更新金币数  url:http://192.168.10.22:8003/api/user/goldCoin?goldCoin=1875&simulatorId=358523023260812  return:{"code":0,"message":"操作成功","data":{"goldCoin":1875,"userId":"467"}}
2021年10月22日0时37分55秒	api_询问是否继续打二麻  url:http://192.168.10.22:8003/api/user/again?&simulatorId=358523023260812  return:{"code":0,"message":"可以继续打","data":"success"}
2021年10月22日0时37分55秒	api_提交对局结果  url:http://192.168.10.22:8003/api/user/matchPlayResult2?matchId=879ec066d45e43e3a77b3fc346da0ceb&result=0&simulatorId=358523023260812  return:{"code":0,"message":"操作成功","data":[]}
2021年10月22日0时37分47秒	api_是否开始报名  url:http://192.168.10.22:8003/api/user/askForEnroll?simulatorId=010305022787858  return:{"code":-1,"message":"等待大家一起报名，小组请求报名的人数：3","data":[]}
2021年10月22日0时37分45秒	api_是否开始报名  url:http://192.168.10.22:8003/api/user/askForEnroll?simulatorId=010305022787858  return:{"code":-1,"message":"等待大家一起报名，小组请求报名的人数：2","data":[]}
2021年10月22日0时37分25秒	api_是否开始报名  url:http://192.168.10.22:8003/api/user/askForEnroll?simulatorId=010305022787858  return:{"code":-1,"message":"等待大家一起报名，小组请求报名的人数：1","data":[]}
2021年10月22日0时37分25秒	api_是否开始报名  url:http://192.168.10.22:8003/api/user/askForEnroll?simulatorId=010305022787858  return:{"code":-1,"message":"等待大家一起报名，小组请求报名的人数：0","data":[]}
2021年10月22日0时37分25秒	api_是否开始报名  url:http://192.168.10.22:8003/api/user/askForEnroll?simulatorId=010305022787858  return:{"code":-1,"message":"等待大家一起报名，小组请求报名的人数：1","data":[]}
2021年10月22日0时37分24秒	api_是否开始报名  url:http://192.168.10.22:8003/api/user/askForEnroll?simulatorId=010305022787858  return:{"code":-1,"message":"等待大家一起报名，小组请求报名的人数：0","data":[]}
2021年10月22日0时37分23秒	api_是否开始报名  url:http://192.168.10.22:8003/api/user/askForEnroll?simulatorId=010305022787858  return:{"code":-1,"message":"等待大家一起报名，小组请求报名的人数：1","data":[]}
2021年10月22日0时37分23秒	api_是否开始报名  url:http://192.168.10.22:8003/api/user/askForEnroll?simulatorId=010305022787858  return:{"code":-1,"message":"等待大家一起报名，小组请求报名的人数：0","data":[]}
2021年10月22日0时37分23秒	api_是否开始报名  url:http://192.168.10.22:8003/api/user/askForEnroll?simulatorId=010305022787858  return:{"code":-1,"message":"等待大家一起报名，小组请求报名的人数：1","data":[]}
2021年10月22日0时37分22秒	api_是否开始报名  url:http://192.168.10.22:8003/api/user/askForEnroll?simulatorId=010305022787858  return:{"code":-1,"message":"等待大家一起报名，小组请求报名的人数：0","data":[]}
2021年10月22日0时37分22秒	api_提交本局基本信息  url:http://192.168.10.22:8003/api/user/matchBaseInfo2?&matchId=879ec066d45e43e3a77b3fc346da0ceb&simulatorId=358523023260812&otherNick=%E6%A7%BF%E9%9B%A8%E9%9D%99%E8%AE%B0&jsonMe=-1&type=1&jsonLandlord=-1  return:{"code":0,"message":"对方不是自己人，你赢","data":"win"}
2021年10月22日0时37分22秒	api_获取游戏对局ID  url:http://192.168.10.22:8003/api/user/matchNew?simulatorId=358523023260812  return:{"code":0,"message":"获取局id成功","data":"879ec066d45e43e3a77b3fc346da0ceb"}
2021年10月22日0时37分20秒	api_要进入的游戏类型  url:http://192.168.10.22:8003/api/user/matchJoin?simulatorId=010305022787858  return:{"code":0,"message":"获取游戏场次类型成功","data":{"placeType":4,"name":"二人"}}
2021年10月22日0时37分20秒	api_更新昵称  url:http://192.168.10.22:8003/api/user/updateNickName?userId=256&newNickName=mbqi341276  return:{"code":0,"message":"操作成功","data":[]}
2021年10月22日0时37分20秒	api_更新金币数  url:http://192.168.10.22:8003/api/user/goldCoin?goldCoin=30671&simulatorId=010305022787858  return:{"code":0,"message":"操作成功","data":{"goldCoin":30671,"userId":"256"}}
2021年10月22日0时37分20秒	api_询问是否继续打二麻  url:http://192.168.10.22:8003/api/user/again?&simulatorId=010305022787858  return:{"code":0,"message":"可以继续打","data":"success"}
2021年10月22日0时37分20秒	api_提交对局结果  url:http://192.168.10.22:8003/api/user/matchPlayResult2?matchId=b313116ded694bb7abdbc993efa69e7d&result=0&simulatorId=010305022787858  return:{"code":0,"message":"操作成功","data":[]}
2021年10月22日0时37分14秒	api_是否开始报名  url:http://192.168.10.22:8003/api/user/askForEnroll?simulatorId=358523023260812  return:{"code":0,"message":"可以报名","data":[]}
2021年10月22日0时37分14秒	api_是否开始报名  url:http://192.168.10.22:8003/api/user/askForEnroll?simulatorId=358523023260812  return:{"code":-1,"message":"等待大家一起报名，小组请求报名的人数：3","data":[]}
2021年10月22日0时37分10秒	api_要进入的游戏类型  url:http://192.168.10.22:8003/api/user/matchJoin?simulatorId=358523023260812  return:{"code":0,"message":"获取游戏场次类型成功","data":{"placeType":4,"name":"二人"}}
2021年10月22日0时37分10秒	api_更新昵称  url:http://192.168.10.22:8003/api/user/updateNickName?userId=467&newNickName=%E5%BB%BA%E5%AE%81%E5%85%AC%E4%B8%BB  return:{"code":0,"message":"操作成功","data":[]}
2021年10月22日0时37分10秒	api_更新金币数  url:http://192.168.10.22:8003/api/user/goldCoin?goldCoin=1987&simulatorId=358523023260812  return:{"code":0,"message":"操作成功","data":{"goldCoin":1987,"userId":"467"}}
2021年10月22日0时37分9秒	api_询问是否继续打二麻  url:http://192.168.10.22:8003/api/user/again?&simulatorId=358523023260812  return:{"code":0,"message":"可以继续打","data":"success"}
2021年10月22日0时37分9秒	api_提交对局结果  url:http://192.168.10.22:8003/api/user/matchPlayResult2?matchId=3bbf0833cfbd4415be05f747962f4be0&result=0&simulatorId=358523023260812  return:{"code":0,"message":"操作成功","data":[]}
2021年10月22日0时36分47秒	api_提交本局基本信息  url:http://192.168.10.22:8003/api/user/matchBaseInfo2?&matchId=431bc49819f247bdbc04bc719f34b16a&simulatorId=010139026475479&otherNick=%E6%96%B0%E6%89%8B378850922&jsonMe=-1&type=1&jsonLandlord=-1  return:{"code":0,"message":"你金币多，你赢","data":"win"}
2021年10月22日0时36分47秒	api_获取游戏对局ID  url:http://192.168.10.22:8003/api/user/matchNew?simulatorId=010139026475479  return:{"code":0,"message":"获取局id成功","data":"431bc49819f247bdbc04bc719f34b16a"}
2021年10月22日0时36分45秒	api_提交本局基本信息  url:http://192.168.10.22:8003/api/user/matchBaseInfo2?&matchId=b313116ded694bb7abdbc993efa69e7d&simulatorId=010305022787858&otherNick=0&jsonMe=-1&type=1&jsonLandlord=-1  return:{"code":0,"message":"你金币多，你赢","data":"win"}
2021年10月22日0时36分45秒	api_获取游戏对局ID  url:http://192.168.10.22:8003/api/user/matchNew?simulatorId=010305022787858  return:{"code":0,"message":"获取局id成功","data":"b313116ded694bb7abdbc993efa69e7d"}
2021年10月22日0时36分41秒	api_提交本局基本信息  url:http://192.168.10.22:8003/api/user/matchBaseInfo2?&matchId=3bbf0833cfbd4415be05f747962f4be0&simulatorId=358523023260812&otherNick=%E6%96%87%E5%BF%83%E6%97%A0%E6%84%A7&jsonMe=-1&type=1&jsonLandlord=-1  return:{"code":0,"message":"对方不是自己人，你赢","data":"win"}
2021年10月22日0时36分41秒	api_获取游戏对局ID  url:http://192.168.10.22:8003/api/user/matchNew?simulatorId=358523023260812  return:{"code":0,"message":"获取局id成功","data":"3bbf0833cfbd4415be05f747962f4be0"}
2021年10月22日0时36分39秒	api_是否开始报名  url:http://192.168.10.22:8003/api/user/askForEnroll?simulatorId=010139026475479  return:{"code":0,"message":"可以报名","data":[]}
2021年10月22日0时36分37秒	api_要进入的游戏类型  url:http://192.168.10.22:8003/api/user/matchJoin?simulatorId=010139026475479  return:{"code":0,"message":"获取游戏场次类型成功","data":{"placeType":4,"name":"二人"}}
2021年10月22日0时36分36秒	api_更新昵称  url:http://192.168.10.22:8003/api/user/updateNickName?userId=167&newNickName=%E6%B8%85%E6%B8%85%E9%9F%B5%E5%84%BF  return:{"code":0,"message":"操作成功","data":[]}
2021年10月22日0时36分36秒	api_更新金币数  url:http://192.168.10.22:8003/api/user/goldCoin?goldCoin=19455&simulatorId=010139026475479  return:{"code":0,"message":"操作成功","data":{"goldCoin":19455,"userId":"167"}}
2021年10月22日0时36分36秒	api_询问是否继续打二麻  url:http://192.168.10.22:8003/api/user/again?&simulatorId=010139026475479  return:{"code":0,"message":"可以继续打","data":"success"}
2021年10月22日0时36分36秒	api_提交对局结果  url:http://192.168.10.22:8003/api/user/matchPlayResult2?matchId=f7c14347ffb9451395de6ce4b4671de9&result=1&simulatorId=010139026475479  return:{"code":0,"message":"操作成功","data":[]}
2021年10月22日0时36分35秒	api_是否开始报名  url:http://192.168.10.22:8003/api/user/askForEnroll?simulatorId=010305022787858  return:{"code":0,"message":"可以报名","data":[]}
2021年10月22日0时36分33秒	api_是否开始报名  url:http://192.168.10.22:8003/api/user/askForEnroll?simulatorId=358523023260812  return:{"code":0,"message":"可以报名","data":[]}
2021年10月22日0时36分32秒	api_要进入的游戏类型  url:http://192.168.10.22:8003/api/user/matchJoin?simulatorId=010305022787858  return:{"code":0,"message":"获取游戏场次类型成功","data":{"placeType":4,"name":"二人"}}
2021年10月22日0时36分32秒	api_更新昵称  url:http://192.168.10.22:8003/api/user/updateNickName?userId=256&newNickName=mbqi341276  return:{"code":0,"message":"操作成功","data":[]}
2021年10月22日0时36分32秒	api_更新金币数  url:http://192.168.10.22:8003/api/user/goldCoin?goldCoin=30937&simulatorId=010305022787858  return:{"code":0,"message":"操作成功","data":{"goldCoin":30937,"userId":"256"}}
2021年10月22日0时36分32秒	api_询问是否继续打二麻  url:http://192.168.10.22:8003/api/user/again?&simulatorId=010305022787858  return:{"code":0,"message":"可以继续打","data":"success"}
2021年10月22日0时36分32秒	api_提交对局结果  url:http://192.168.10.22:8003/api/user/matchPlayResult2?matchId=98a306941e504acfb474ccc15d4e5962&result=0&simulatorId=010305022787858  return:{"code":0,"message":"操作成功","data":[]}
2021年10月22日0时36分31秒	api_要进入的游戏类型  url:http://192.168.10.22:8003/api/user/matchJoin?simulatorId=358523023260812  return:{"code":0,"message":"获取游戏场次类型成功","data":{"placeType":4,"name":"二人"}}
2021年10月22日0时36分31秒	api_更新昵称  url:http://192.168.10.22:8003/api/user/updateNickName?userId=467&newNickName=%E5%BB%BA%E5%AE%81%E5%85%AC%E4%B8%BB  return:{"code":0,"message":"操作成功","data":[]}
2021年10月22日0时36分31秒	api_更新金币数  url:http://192.168.10.22:8003/api/user/goldCoin?goldCoin=2257&simulatorId=358523023260812  return:{"code":0,"message":"操作成功","data":{"goldCoin":2257,"userId":"467"}}
2021年10月22日0时36分30秒	api_询问是否继续打二麻  url:http://192.168.10.22:8003/api/user/again?&simulatorId=358523023260812  return:{"code":0,"message":"可以继续打","data":"success"}
2021年10月22日0时36分30秒	api_提交对局结果  url:http://192.168.10.22:8003/api/user/matchPlayResult2?matchId=1f34b563e09e434c8f2d983a1e6c566d&result=0&simulatorId=358523023260812  return:{"code":0,"message":"操作成功","data":[]}
